id,text,rating,title,likes,date_published,name,number_of_review,country_code,text_clean
68b216e75d1fcb656841b37c,Customer service is awful my refunds had not been processed for some reason more the one not sure what’s going on no one to help there not interested honestly save you money and time and shop somewhere else ,1,Customer service is awful my refunds…,2,2025-08-29 23:08:55+00:00,Miss natasha johnson,3,GB,customer service is awful my refunds had not been processed for some reason more the one not sure what’s going on no one to help there not interested honestly save you money and time and shop somewhere else 
68b20bf30ef83d9f4b4b4693,this company is rude and is very unhelpful the manager(guatam) cut my chat off in mid chat after i have been waitng in a queue and chat for 1 hour and 20 minutes. I placed an order took after 4 days still had not been dispatched but they would not let me cancel. a refund on return that I recieved a confirmation on the 18th August stating they was processing my refund still had not been processed on the 29th and their vitual chat I was in a queue for 50mins before I actually spoke on the chat too. then because I wanted to file a formal complaint and had to speak with the manager and I didnt the order any longer as it was taking to longet cut me off in mid chat and said have a good day. this company dont give a damn about their customer service and if I can give any advice I would avoid like the plague....,1,ASOS rude and no customer service skills,2,2025-08-29 22:22:11+00:00,Juls,7,GB,this company is rude and is very unhelpful the manager(guatam) cut my chat off in mid chat after i have been waitng in a queue and chat for 1 hour and 20 minutes. i placed an order took after 4 days still had not been dispatched but they would not let me cancel. a refund on return that i recieved a confirmation on the 18th august stating they was processing my refund still had not been processed on the 29th and their vitual chat i was in a queue for 50mins before i actually spoke on the chat too. then because i wanted to file a formal complaint and had to speak with the manager and i didnt the order any longer as it was taking to longet cut me off in mid chat and said have a good day. this company dont give a damn about their customer service and if i can give any advice i would avoid like the plague....
68b1dbc471f4985a18ad0333,use to be really good now you have to return items to all different locations in different bags. they have even lost £100 worth of items. never using again,1,use to be really good now AVOID,1,2025-08-29 18:56:36+00:00,Stephen Tew,4,GB,use to be really good now you have to return items to all different locations in different bags. they have even lost £100 worth of items. never using again
68b1d5b428c88678a15f40c9,"We’ve had a terrible experience with ASOS. Our order was placed on 21st August and being an ASOS Premier customer we were assured that the delivery would come on 22nd August as estimated. We are now at 29th August and the last update on Evri is on 23rd August saying the parcel is due to be delivered the next working day. These items were due to be a gift and now we’ve had to go to another retailer to pay extra money for no reason. Worst of all, when trying to log into ASOS on the browser (no ability to do live chat within the app!) via Facebook login with a this is embarrassing message - we’ve used Safari on iOS. I hope someone from ASOS can compensate us for this poor customer experience or we are likely to take our business to a competitor. As of time of writing, we’ve still not received the delivery",1,Terrible Experience ,1,2025-08-29 18:30:44+00:00,Roshen and Neha,2,GB,"we’ve had a terrible experience with asos. our order was placed on 21st august and being an asos premier customer we were assured that the delivery would come on 22nd august as estimated. we are now at 29th august and the last update on evri is on 23rd august saying the parcel is due to be delivered the next working day. these items were due to be a gift and now we’ve had to go to another retailer to pay extra money for no reason. worst of all, when trying to log into asos on the browser (no ability to do live chat within the app!) via facebook login with a this is embarrassing message - we’ve used safari on ios. i hope someone from asos can compensate us for this poor customer experience or we are likely to take our business to a competitor. as of time of writing, we’ve still not received the delivery"
68b1cd219151c040baca718b,"I am experiencing exactly the same issue as the previous reviewer. I am waiting for 3 refunds from ASOS. For each order I received an email saying “your refund is on its way”, but it has now been 5 days and nothing has been refunded. Klarna still shows “reviewing your return info.”

This is unacceptable! Refunds with Klarna are usually instant once the retailer confirms them. I don’t understand why ASOS keeps sending these confirmation emails if no money is actually sent back.

Very disappointed and will avoid ordering again from this site if this is how refunds are handled.",1,Take too long to refund,2,2025-08-29 17:54:09+00:00,Alexandra,35,FR,"i am experiencing exactly the same issue as the previous reviewer. i am waiting for 3 refunds from asos. for each order i received an email saying “your refund is on its way”, but it has now been 5 days and nothing has been refunded. klarna still shows “reviewing your return info.”

this is unacceptable! refunds with klarna are usually instant once the retailer confirms them. i don’t understand why asos keeps sending these confirmation emails if no money is actually sent back.

very disappointed and will avoid ordering again from this site if this is how refunds are handled."
68b1c415aa6b69c50b16c2e6,"Probably one of the worst companies I have ever had the misfortune to deal with, item ordered did not arrive, had to deal with customer care bot😡that didn’t understand my problem and could not transfer me to a human, after logging in and being told I was 141 in the queue, which didn’t surprise me if they treat all their customers the same, I finally left a message asking for my money back, will see how that goes!
",1,Probably one of the worst companies I…,1,2025-08-29 17:15:33+00:00,Chris,5,GB,"probably one of the worst companies i have ever had the misfortune to deal with, item ordered did not arrive, had to deal with customer care bot😡that didn’t understand my problem and could not transfer me to a human, after logging in and being told i was 141 in the queue, which didn’t surprise me if they treat all their customers the same, i finally left a message asking for my money back, will see how that goes!
"
68b19438ee7edcda8bf98677,"I returned some items on 16th August and contacted asis via live chat. After waiting and being 6th in the queue and then get to someone in about 20 mins, saying they can help, they transferred me to a queue saying I was number 100 I  the queue!!! I waited and got to 32 in the queue after being g on the chatbfor over an hour, and then they disconnected me! Absolutely furious! Then I connected again and waited. That was another half an hour. When I eventually got someone, it was no help at all. They gave different information from the person on live chat last week who asked me to get in touch if I hadn't received the refund d by 27th August amd today is 29th with no sign of a refund. Now the lady on live chat says 4th September. Its crazy how they don't give consistent information. Be very careful when ordering and returning, as you'll wait alot longer than 5-10 days for your refunds.",1,Refunds query - Awful customer service experience ,3,2025-08-29 13:51:20+00:00,Sukhy,14,GB,"i returned some items on 16th august and contacted asis via live chat. after waiting and being 6th in the queue and then get to someone in about 20 mins, saying they can help, they transferred me to a queue saying i was number 100 i  the queue!!! i waited and got to 32 in the queue after being g on the chatbfor over an hour, and then they disconnected me! absolutely furious! then i connected again and waited. that was another half an hour. when i eventually got someone, it was no help at all. they gave different information from the person on live chat last week who asked me to get in touch if i hadn't received the refund d by 27th august amd today is 29th with no sign of a refund. now the lady on live chat says 4th september. its crazy how they don't give consistent information. be very careful when ordering and returning, as you'll wait alot longer than 5-10 days for your refunds."
68b1936b0cbe55fc2759cea4,"I returned some items on 16th August and contacted asis via live chat. After waiting and being 6th in the queue and then get to someone in about 20 mins, saying they can help, they transferred me to a queue saying I was number 100 I  the queue!!! I waited and got to 32 in the queue after being g on the chatbfor over an hour, and then they disconnected me! Absolutely furious! Then I connected again and waited. That was another half an hour. When I eventually got someone, it was no help at all. They gave different information from the person on live chat last week who asked me to get in touch if I hadn't received the refund d by 27th August amd today is 29th with no sign of a refund. Now the lady on live chat says 4th September. Its crazy how they don't give consistent information. Be very careful when ordering and returning, as you'll wait alot longer than 5-10 days for your refunds.",1,Awful customer service experience ,1,2025-08-29 13:47:55+00:00,Sukhy,1,GB,"i returned some items on 16th august and contacted asis via live chat. after waiting and being 6th in the queue and then get to someone in about 20 mins, saying they can help, they transferred me to a queue saying i was number 100 i  the queue!!! i waited and got to 32 in the queue after being g on the chatbfor over an hour, and then they disconnected me! absolutely furious! then i connected again and waited. that was another half an hour. when i eventually got someone, it was no help at all. they gave different information from the person on live chat last week who asked me to get in touch if i hadn't received the refund d by 27th august amd today is 29th with no sign of a refund. now the lady on live chat says 4th september. its crazy how they don't give consistent information. be very careful when ordering and returning, as you'll wait alot longer than 5-10 days for your refunds."
68b1856537cec60a98e72c07,"Customer service take so long. Getting through to someone to help you is impossible. After being in a queue of 140, as soon as I got to 1 and an agent replied they ended the chat. I had to wait again in a queue of 83 for one hour to be switched between 2 and 1 several times. It keeps saying ‘sorry it’s taking us longer than usual’ This is horrible. The staff at the customer service desk are doing nothing? What’s the point of having them there if they’re not replying to people who have waited in the queue for hours. I will not be shopping at asos anymore and I’ve been a customer for several years. ",1,Bad Customer service,0,2025-08-29 12:48:06+00:00,S.W,3,GB,"customer service take so long. getting through to someone to help you is impossible. after being in a queue of 140, as soon as i got to 1 and an agent replied they ended the chat. i had to wait again in a queue of 83 for one hour to be switched between 2 and 1 several times. it keeps saying ‘sorry it’s taking us longer than usual’ this is horrible. the staff at the customer service desk are doing nothing? what’s the point of having them there if they’re not replying to people who have waited in the queue for hours. i will not be shopping at asos anymore and i’ve been a customer for several years. "
68b166fb364074be38217e69,"Was good ay one point but this website & customer service had right down hill…

Ive used Asos for over 8 years and always had premier, the last 2 orders ive placed have been made before despatch cut off time and have both arrived a day late both in a row…

I pay for premier which is next day delivery as sometimes we need our orders for the next day hence what i pay for…

They no longer have easy customer services as the number is no longer in use and the chat service is terrible…

Very disappointed and wont be renewing my premier account again unless they fix up!!!",1,Asos has gone downhill!!!,0,2025-08-29 10:38:19+00:00,Jay Elliott,4,GB,"was good ay one point but this website & customer service had right down hill…

ive used asos for over 8 years and always had premier, the last 2 orders ive placed have been made before despatch cut off time and have both arrived a day late both in a row…

i pay for premier which is next day delivery as sometimes we need our orders for the next day hence what i pay for…

they no longer have easy customer services as the number is no longer in use and the chat service is terrible…

very disappointed and wont be renewing my premier account again unless they fix up!!!"
68b149e875b29b9cd5828462,"Ordered a pair of Clark's Wallabee shoes to Dubai for my son's first day at school. Made sure I left plenty of time for them to arrive. The shoes did indeed arrive in time but were Bershka instead of Clarks, not what we ordered. Leaving us only 5 days before school started to rectify. I got onto a chat and kindly asked for them to send the correct shoes immediately but no, this was not in their 'guidelines', despite me trying to escalate to a manager, the customer service rep signed out, then signed back in pretending to be his own boss. The whole chat was beyond insulting. The upshot after 2 hours almost of wasting my time was that the wrong shoes would need to be returned first and 'inspected' before a refund would be considered. As opposed to just sending out the right product since it was their mistake, AND apologising for it. I had to go then to the trouble of initiating a return with a local courier. That was 10 days ago and still zero word from ASOS. We had to purchase a second pair of shoes which means we are now out of pocket for two pairs. On top of this the ASOS customer service is truly deplorable - I spent almost 2 hours in an online chat to get nowhere and to be treated like an idiot, with repeated lies and insults to my intelligence. They just copy paste the same bog standard excuses over and over like a robot. I am amazed that ASOS is still in business and Clark's should seriously reevaluate that retail partnership. Are you aware that ASOS effectively steals money from your customers in your name? Never ever again will we shop with ASOS. Absolute criminals.",1,CROOKS AND LIARS!,0,2025-08-29 08:34:16+00:00,ruth bradley,2,AE,"ordered a pair of clark's wallabee shoes to dubai for my son's first day at school. made sure i left plenty of time for them to arrive. the shoes did indeed arrive in time but were bershka instead of clarks, not what we ordered. leaving us only 5 days before school started to rectify. i got onto a chat and kindly asked for them to send the correct shoes immediately but no, this was not in their 'guidelines', despite me trying to escalate to a manager, the customer service rep signed out, then signed back in pretending to be his own boss. the whole chat was beyond insulting. the upshot after 2 hours almost of wasting my time was that the wrong shoes would need to be returned first and 'inspected' before a refund would be considered. as opposed to just sending out the right product since it was their mistake, and apologising for it. i had to go then to the trouble of initiating a return with a local courier. that was 10 days ago and still zero word from asos. we had to purchase a second pair of shoes which means we are now out of pocket for two pairs. on top of this the asos customer service is truly deplorable - i spent almost 2 hours in an online chat to get nowhere and to be treated like an idiot, with repeated lies and insults to my intelligence. they just copy paste the same bog standard excuses over and over like a robot. i am amazed that asos is still in business and clark's should seriously reevaluate that retail partnership. are you aware that asos effectively steals money from your customers in your name? never ever again will we shop with asos. absolute criminals."
68b0ddc668ae245fc0c3e902,Awful Customer Service.  The agents are clueless and it takes hours then nothing is resolved! The quality of the product is shockingly bad now and ASOS take over ten days to refund.  Its poor.  I’m not using ASOS again ,1,Awful Customer Service,1,2025-08-29 00:52:54+00:00,Katrin Eve,5,GB,awful customer service.  the agents are clueless and it takes hours then nothing is resolved! the quality of the product is shockingly bad now and asos take over ten days to refund.  its poor.  i’m not using asos again 
68b0d24070abfd74b70603d5,"Avoid buying from ASOS if you’re in Australia. I placed an order on 18/08, and today (29/08) I still haven’t received it. ASOS chose to ship with DAI, a courier already known for poor service. Unsurprisingly, their tracking shows a “delivery attempt” on a day I was home the entire time—no one even came to my door.

Trying to resolve this was another frustration. After going through their virtual assistant and waiting ages, I finally got through to a human, only to be told to wait until 01/09. That’s nearly two weeks since ordering, with no accountability from either ASOS or their courier.

For Australian customers, this level of service is unacceptable. If you value reliable delivery and proper customer service, I recommend avoiding ASOS.",1,Avoid ASOS if You’re in Australia – Delivery and Customer Service Nightmare,0,2025-08-29 00:03:44+00:00,Ellie Donyavi,3,AU,"avoid buying from asos if you’re in australia. i placed an order on 18/08, and today (29/08) i still haven’t received it. asos chose to ship with dai, a courier already known for poor service. unsurprisingly, their tracking shows a “delivery attempt” on a day i was home the entire time—no one even came to my door.

trying to resolve this was another frustration. after going through their virtual assistant and waiting ages, i finally got through to a human, only to be told to wait until 01/09. that’s nearly two weeks since ordering, with no accountability from either asos or their courier.

for australian customers, this level of service is unacceptable. if you value reliable delivery and proper customer service, i recommend avoiding asos."
68b0c8e7a02ca38d5e38825a,"I was gifted a gift card and haven’t had an opportunity to use it until now, looks like it’s expired. Very unhelpful customer service who kept me on a chat for over an hour. At the end they want me to ask the person who gifted the card to me to contact them. Presumably to waste an hour of their time too!! ",1,Do not buy gift cards,0,2025-08-28 23:23:52+00:00,Mandy Watkins,1,GB,"i was gifted a gift card and haven’t had an opportunity to use it until now, looks like it’s expired. very unhelpful customer service who kept me on a chat for over an hour. at the end they want me to ask the person who gifted the card to me to contact them. presumably to waste an hour of their time too!! "
68b0bd0766487ec27ebd9c90,"It’s a shame to be writing this review as I’ve been a loyal asos customer over the years. There has been a noticeable deterioration in the quality of the clothes, the customer service, and the delivery from asos. 

I ordered some dresses well in advance to wear to a friend’s wedding with premier delivery and they simply didn’t arrive in time. There’s no point in offering this service if it doesn’t work. Customer services were completely unhelpful and told me to wait until midnight and then contact them again(?) Really unreliable and disappointing. No wonder asos is in financial trouble.",2,Unreliable and unhelpful ,1,2025-08-28 22:33:11+00:00,Elizabeth Scott,1,GB,"it’s a shame to be writing this review as i’ve been a loyal asos customer over the years. there has been a noticeable deterioration in the quality of the clothes, the customer service, and the delivery from asos. 

i ordered some dresses well in advance to wear to a friend’s wedding with premier delivery and they simply didn’t arrive in time. there’s no point in offering this service if it doesn’t work. customer services were completely unhelpful and told me to wait until midnight and then contact them again(?) really unreliable and disappointing. no wonder asos is in financial trouble."
68b0b323c1495b24bea1f13f,"Absolutely awful, asos has gone downhill massively. I can see other customers complaining about the same thing. Return sent, return processed but no money has been refunded! Customer service is no help at all. Why are asos sitting on people’s money and not giving it back?! ",1,Absolutely awful,2,2025-08-28 21:50:59+00:00,AT,1,GB,"absolutely awful, asos has gone downhill massively. i can see other customers complaining about the same thing. return sent, return processed but no money has been refunded! customer service is no help at all. why are asos sitting on people’s money and not giving it back?! "
68b0a83d441f20654be6211e,After change provider from ervi to Royal Mail they start be really crap,1,After change provider from ervi to…,0,2025-08-28 21:04:29+00:00,Ewa Dobrowolska,1,GB,after change provider from ervi to royal mail they start be really crap
68b083e6b8e3e9e65e7da1ea,"I ordered a sweatshirt from ASOS and was shocked by the terrible quality. The inner lining sheds so badly that all my clothes and even hangers were covered in white fleece pieces after just one wear. The item is completely unwearable.

Yes, the return period had technically expired, but since I wore it for the first time only now, I contacted ASOS customer service to explain that this is a faulty product. To my surprise, they refused to accept it back or offer a refund, hiding behind the return deadline.

It is unacceptable for a company of this size to dismiss clear product defects and leave the customer with a defective item. Very disappointing experience — I will definitely reconsider shopping with ASOS in the future.",1,I ordered a sweatshirt from ASOS and…,0,2025-08-28 18:29:26+00:00,Daria Sitnikova,2,ES,"i ordered a sweatshirt from asos and was shocked by the terrible quality. the inner lining sheds so badly that all my clothes and even hangers were covered in white fleece pieces after just one wear. the item is completely unwearable.

yes, the return period had technically expired, but since i wore it for the first time only now, i contacted asos customer service to explain that this is a faulty product. to my surprise, they refused to accept it back or offer a refund, hiding behind the return deadline.

it is unacceptable for a company of this size to dismiss clear product defects and leave the customer with a defective item. very disappointing experience — i will definitely reconsider shopping with asos in the future."
68b03f3508f552d3256133be,"I did an order with ASOS with a Jacket that I really wanted before flying to my country, I got this package and they sent a shirt (£20-£30) instead of jacket (£150). The only option they gave me was to return their mistake and buy the jacket again, however I was about to fly to my country. I couldn’t do what they gave me and when I came back I couldn’t return, I don’t have my jacket and they have my £150. ASOS is a big company and it’s a BUG SCAM!!!",1,I did an order with ASOS with a Jacket…,0,2025-08-28 13:36:21+00:00,KALIL JUNY,4,GB,"i did an order with asos with a jacket that i really wanted before flying to my country, i got this package and they sent a shirt (£20-£30) instead of jacket (£150). the only option they gave me was to return their mistake and buy the jacket again, however i was about to fly to my country. i couldn’t do what they gave me and when i came back i couldn’t return, i don’t have my jacket and they have my £150. asos is a big company and it’s a bug scam!!!"
68b02e9bcaa6a8aea6163025,Returned items from 2 different orders to asos on 16th August. Received emails from asos on 20th August to say return had been processed. Should have been £6.30 refund to my card for one order and £15.12 refund to clearpay for the other. 8 days later I’ve still not received the refund for either and in returns section of my account just says return sent not refund sent. Customer services useless and refusing to help. Just want my money back!!!!! Live chat reference ckpgrmbwhqlsssm5p2kbu,1,Returned items from 2 different orders…,2,2025-08-28 12:25:31+00:00,Lauren Page,47,GB,returned items from 2 different orders to asos on 16th august. received emails from asos on 20th august to say return had been processed. should have been £6.30 refund to my card for one order and £15.12 refund to clearpay for the other. 8 days later i’ve still not received the refund for either and in returns section of my account just says return sent not refund sent. customer services useless and refusing to help. just want my money back!!!!! live chat reference ckpgrmbwhqlsssm5p2kbu
68b007ff6bd0976c0dc4c85d,"Worst customer service who don’t understand what you’re saying and go around in circles. I’ve meant to have been refunded for 3 orders but Klarna haven’t been updated which normally happens instantly, now been 4 days. I see other reviews saying the same. Won’t be ordering with asos again and will have to now take legal action. It’s become the worse company.",1,Worst customer service who don’t…,1,2025-08-28 09:40:47+00:00,Ali Turner,17,GB,"worst customer service who don’t understand what you’re saying and go around in circles. i’ve meant to have been refunded for 3 orders but klarna haven’t been updated which normally happens instantly, now been 4 days. i see other reviews saying the same. won’t be ordering with asos again and will have to now take legal action. it’s become the worse company."
68b00021545e071421d02201,"Really hope asos read these reviews and make some changes asap. I have spent a pretty penny over the many years I’ve used them and have noticed a real change. Next day delivery is no longer unless you’re just lucky. So please do not rely on this. Paying for their premier is now a waste of time. I’m Currently waiting for a parcel yet again that hasn’t appeared and the thought of having to try and chase via their webchat is a bad one. Also the search has changed which means they repeat clothing items over and over again, making it annoying and pointless whilst browsing. So much so I close the app and look elsewhere. Who goes shopping and will go and look at items over and over again?? It’s bonkers. Items are sent via third parties too now which also delays deliveries so be wary of that. It’s definitely a real shame. Please sort it out ASOS! You were once our go to, what’s happening with you guys?? ",2,Really hope asos read these reviews and…,0,2025-08-28 09:07:13+00:00,Lisa Archer,3,GB,"really hope asos read these reviews and make some changes asap. i have spent a pretty penny over the many years i’ve used them and have noticed a real change. next day delivery is no longer unless you’re just lucky. so please do not rely on this. paying for their premier is now a waste of time. i’m currently waiting for a parcel yet again that hasn’t appeared and the thought of having to try and chase via their webchat is a bad one. also the search has changed which means they repeat clothing items over and over again, making it annoying and pointless whilst browsing. so much so i close the app and look elsewhere. who goes shopping and will go and look at items over and over again?? it’s bonkers. items are sent via third parties too now which also delays deliveries so be wary of that. it’s definitely a real shame. please sort it out asos! you were once our go to, what’s happening with you guys?? "
68afcfa5fa0bada8d992fedf,"Another company that uses the utterly useless EVRI to deliver parcels to the wrong address.

No ides where my parcel is despite ASOS and EVRI telling me it’s been delivered???????",1,Another company that uses the utterly…,0,2025-08-28 05:40:21+00:00,JM,5,GB,"another company that uses the utterly useless evri to deliver parcels to the wrong address.

no ides where my parcel is despite asos and evri telling me it’s been delivered???????"
68af80c0bd0d6113f94d588a,"I bought some items from ASOS but a couple of the items were from a brand partner. What I didn’t realise was how impossible it would be to return these items!! You’d think you would return them to ASOS as that is where you bought the item from, but no!! You have to return it to the brand partner and the issue I am having is that there is an issue with accessing the returns label. I have messaged ASOS every day for almost 2 weeks and all I keep being told (by a non UK team), is that a “specialist” is looking into it. There is no phone number you can call to speak to a human and escalate the issue! 

Why do I have to resort in writing a bad review in the hope my issue may finally get resolved? Surely if you had better customer care, we wouldn’t have to resort to this method as this is no good for you as a business or us as your paying customer?! ",1,Impossible to return brand partner items,0,2025-08-28 00:03:44+00:00,Nat,77,GB,"i bought some items from asos but a couple of the items were from a brand partner. what i didn’t realise was how impossible it would be to return these items!! you’d think you would return them to asos as that is where you bought the item from, but no!! you have to return it to the brand partner and the issue i am having is that there is an issue with accessing the returns label. i have messaged asos every day for almost 2 weeks and all i keep being told (by a non uk team), is that a “specialist” is looking into it. there is no phone number you can call to speak to a human and escalate the issue! 

why do i have to resort in writing a bad review in the hope my issue may finally get resolved? surely if you had better customer care, we wouldn’t have to resort to this method as this is no good for you as a business or us as your paying customer?! "
68af38cddd8f0d522281ce10,"No customer service number to call.
Only web chat and they take you round and round in circles.
I will never order from ASOS again",1,Absolutely awful service.,0,2025-08-27 18:56:45+00:00,Jo,8,GB,"no customer service number to call.
only web chat and they take you round and round in circles.
i will never order from asos again"
68af21fbbd022ad015c3f5c6,I have made a few returns to asos however they haven't alerted klarna now klarna is wanting money for the full amount of returns !,1,I am still waiting for asos to inform klarna for correct refund amounts!,2,2025-08-27 17:19:23+00:00,hajir_,9,GB,i have made a few returns to asos however they haven't alerted klarna now klarna is wanting money for the full amount of returns !
68af023b545f669fb007ef1d,"Costumer service told me I had 28 days to return since my order arrived. I wanted to create a return, but it won't let me. The policy is apparently different the costumer supports tells you. ",1,Costumer service told me I had 28 days…,0,2025-08-27 15:03:55+00:00,peter H,2,NL,"costumer service told me i had 28 days to return since my order arrived. i wanted to create a return, but it won't let me. the policy is apparently different the costumer supports tells you. "
68aedc71aeb051fe4ea20be1,"Owing to a technical issue on their checkout page I was charged twice for my order as two orders were placed. The main issue was that the order was being delivered to an elderly friend who lives the other end of the country who doesn’t use the website so I asked if the second order could be cancelled the online live chat were useless provided no help whatsoever I talking to 3 different people, so unhelpful. Terrible experience and inconvenience for my friend all caused by ASOS checkout error. There isn’t an actual person you can speak to. Should have ordered from John Lewis instead",1,Owing to a technical issue on their…,0,2025-08-27 12:22:42+00:00,Jen Jen,1,GB,"owing to a technical issue on their checkout page i was charged twice for my order as two orders were placed. the main issue was that the order was being delivered to an elderly friend who lives the other end of the country who doesn’t use the website so i asked if the second order could be cancelled the online live chat were useless provided no help whatsoever i talking to 3 different people, so unhelpful. terrible experience and inconvenience for my friend all caused by asos checkout error. there isn’t an actual person you can speak to. should have ordered from john lewis instead"
68aecffb5a7fbe7ee5d3305f,"Ritu needs some serious training in customer service and should not be working on live chat - no wonder this company has 2 stars on TP ,horrible company won't purchase again - they steal your money and pretend they can't locate your account ",1,Ritu needs some serious training in…,0,2025-08-27 11:29:31+00:00,Milaniyah Benkacem,3,GB,"ritu needs some serious training in customer service and should not be working on live chat - no wonder this company has 2 stars on tp ,horrible company won't purchase again - they steal your money and pretend they can't locate your account "
68aeb5aeefd30ae83fb6de0c,"Customer service is genuinely awful.  Representative didn't answer my question, tried to sell me a product then promptly left the chat.  What a shambles!  So glad I paid through paypal so I can raise a dispute with them.  ",1,Customer service is genuinely awful,1,2025-08-27 09:37:18+00:00,zoey,18,GB,"customer service is genuinely awful.  representative didn't answer my question, tried to sell me a product then promptly left the chat.  what a shambles!  so glad i paid through paypal so i can raise a dispute with them.  "
68aea4fc2922c9642803b886,"Paid for next day delivery, parcel was sent with a 48h tracked service which is not what I paid for. Customer service is basically a chat bot and when transferred to actual human is even worse. ",1,Paid for next day delivery,0,2025-08-27 08:26:05+00:00,Jessica Autiero,10,GB,"paid for next day delivery, parcel was sent with a 48h tracked service which is not what i paid for. customer service is basically a chat bot and when transferred to actual human is even worse. "
68ae241f3c7d31948e366d12,"I ordered a dress for a wedding of a friend. Tried it on once, but it was not a good fit. I sent it back. Suddenly they say my returned item is not up to their standards and they won't refund. Totally random and ofcourse the most expensive dress I ordered. I am immediately treated like a criminal by Asos. I will never ever order here again and I will warn everyone about these thieves. ",1,They don't give refunds!,2,2025-08-26 23:16:15+00:00,Celine,3,ID,"i ordered a dress for a wedding of a friend. tried it on once, but it was not a good fit. i sent it back. suddenly they say my returned item is not up to their standards and they won't refund. totally random and ofcourse the most expensive dress i ordered. i am immediately treated like a criminal by asos. i will never ever order here again and i will warn everyone about these thieves. "
68ae22556ac6bb1d2524925e,"This has been one of the worst shopping experiences I’ve ever had. Their customer service is absolutely terrible!

I placed an order, then decided to swap out a few items. According to their own policy, I was still within the allowed cancellation window, so I cancelled Parcel 1 and placed a new order. The next day I was charged with two orders.

Their system is clearly automated and rigid. Once an order hits the warehouse, they claim it's ""locked"" for dispatch and can't be stopped, even if you cancel seconds after placing it. They completely disregard context even when presented with clear evidence.

To make matters worse; the return process is awful and incredibly slow. 

Avoid this company at all costs. They do not respect their own policies or customers!",1,This has been one of the worst shopping…,0,2025-08-26 23:08:37+00:00,Mai Kang Xiong,1,US,"this has been one of the worst shopping experiences i’ve ever had. their customer service is absolutely terrible!

i placed an order, then decided to swap out a few items. according to their own policy, i was still within the allowed cancellation window, so i cancelled parcel 1 and placed a new order. the next day i was charged with two orders.

their system is clearly automated and rigid. once an order hits the warehouse, they claim it's ""locked"" for dispatch and can't be stopped, even if you cancel seconds after placing it. they completely disregard context even when presented with clear evidence.

to make matters worse; the return process is awful and incredibly slow. 

avoid this company at all costs. they do not respect their own policies or customers!"
68ae0af05e731f98954eca9e,"NEVER send anything back to this online store! I bought a pair of sandals that I returned where I was told by Asos to return them.It has been over a month now.
It cost 228 nok, a steep price for a small box and I will not get this back.
But the thing is that they deny that they have not received the sandals back so I will not get my money back for the purchase either.
They cost 429 nok. So now I have lost both sandals and the money. Total 657 nok.
I have been in contact with them 3 times.
I will never ever buy stuff from scam online store Asos!",1,NEVER send anything back to this online…,1,2025-08-26 21:28:48+00:00,Mira,40,NO,"never send anything back to this online store! i bought a pair of sandals that i returned where i was told by asos to return them.it has been over a month now.
it cost 228 nok, a steep price for a small box and i will not get this back.
but the thing is that they deny that they have not received the sandals back so i will not get my money back for the purchase either.
they cost 429 nok. so now i have lost both sandals and the money. total 657 nok.
i have been in contact with them 3 times.
i will never ever buy stuff from scam online store asos!"
68add280814bb95c7a36a1d9,"I ve ordered next day parcel
as was going on holiday. Parcel
didnt arrive and had to
complain to ASOS. Two days after parcel
arrived,  when i was already away. I got e mail that it was delivered. Guess where!? Outdoor! By main busy road when anyone can take it. Asos team was no help. They told me to let them know once I m back to that address if parcel is still there. But I m not gonna be around as it was my temp work address. They said they cant investigate until I go back in there and check. I told them that courier can go back there if he was so smart to leave it without permission outside. ",1,I ve ordered next day parcel,0,2025-08-26 17:28:00+00:00,Consumer,2,GB,"i ve ordered next day parcel
as was going on holiday. parcel
didnt arrive and had to
complain to asos. two days after parcel
arrived,  when i was already away. i got e mail that it was delivered. guess where!? outdoor! by main busy road when anyone can take it. asos team was no help. they told me to let them know once i m back to that address if parcel is still there. but i m not gonna be around as it was my temp work address. they said they cant investigate until i go back in there and check. i told them that courier can go back there if he was so smart to leave it without permission outside. "
